R_bin_kpc,absZ_bin_kpc,n,age_median_gyr,age_q25_gyr,age_q75_gyr,old_fraction_age_gt_8gyr,FeH_median,aFe_median,Vphi_median_kms,Vr_sigma_kms,Vz_sigma_kms,ecc_median,zmax_median_kpc,radial_excursion_median_kpc,present_minus_orbit_mid_median_kpc
5.0,1.0,85,8.110971922731853,5.413816839838637,10.083468618695031,0.5176470588235295,-1.3348162419368994,0.38018785219147566,-110.4817475014942,132.85921352769628,84.463362929364,0.44769875055344605,1.388245330248258,3.921625635734686,0.6274487566647879
5.0,1.25,123,8.302437070501462,6.050509638740375,9.908763273355017,0.5365853658536586,-1.3735625371117086,0.36747514030276557,-93.55941187564883,138.76451962175537,93.48978669956689,0.49771891125282386,1.692043201868386,4.370434680120908,0.5743861956232665
5.0,1.5,110,8.658615429754086,6.590040798770682,10.26704181983601,0.5818181818181818,-1.357832828839779,0.3905025998460512,-80.68149741160047,129.04570322956263,78.7454760033073,0.5442016471885567,1.678914375837055,4.220954445501171,0.8772835771833787
5.0,1.75,95,8.867961447188252,6.995217306370569,10.00699046118738,0.631578947368421,-1.42865652901882,0.3674875949233839,-44.341951936403866,154.49753813537637,82.95095158534555,0.5952839616525947,1.9290898716850946,4.546070886978232,1.08341961042822
5.0,2.0,90,9.21042659151457,7.570994497699755,10.126290279719022,0.7,-1.4121365734573779,0.34599021577825634,-59.384472905441626,144.515325264048,94.61943974463942,0.6114577137967165,2.1022057439696145,4.515362543237321,1.0731464670924917
5.0,2.25,85,9.58719051493137,8.587036439124992,10.252109424887857,0.8117647058823529,-1.4308837216821384,0.34112691018804475,-67.26413790784335,147.4063075591752,100.90028425438494,0.5359416338614383,2.7426017746620546,4.587731068629301,0.5162301467881116
5.0,2.5,85,9.666026159818921,9.050649860500547,10.436589141354915,0.9176470588235294,-1.3723984116722214,0.3656518581564807,-46.44440681059041,132.46328983196383,100.21559531939458,0.5462983653722807,2.6809167980775195,4.270670749592044,0.8613774116257478
5.0,2.75,98,9.687004607229085,9.091595020566727,10.360415427727524,0.9489795918367347,-1.3775414191669253,0.3442355244593559,-36.56414144937082,158.42711817939815,104.6385672295697,0.6026093386472828,3.4627709711387142,4.675408659108436,0.653930487310185
5.0,3.0,82,10.024690460517455,9.349990833021307,10.336740350540774,0.9512195121951219,-1.4534869913311408,0.31075812902027294,-62.6815614563246,125.83954415886475,99.86770365122818,0.5318365881312261,3.2532545992546558,4.066514187673445,0.7629574772379102
5.0,3.25,64,9.877033186577494,9.26746224690713,10.44672064055808,0.96875,-1.5545240527038175,0.37384955960320154,-34.444316726078405,146.10488679013977,130.6833201290205,0.5747278606588845,3.6966090100270304,4.574472679854244,0.6642814759430871
